title,author,author_gender
"You Don't Know Jack (NY Girlfriends, #2)",Erin McCarthy,female
Śledztwo. Katar,Stanisław Lem,male
Empress (Godspeaker Trilogy #1),Karen Miller,Unknown
"ヴァンパイア騎士 7 (Vampire Knight, #7)",Matsuri Hino,female
Esmeralda,Betty Neels,female
Brink of Death (Hidden Faces #1),Brandilyn Collins,female
Moravagine,Blaise Cendrars,male
"Pack Trip (Saddle Club, #18)",Bonnie Bryant,female
"The Devilish Pleasures of a Duke (Boscastle, #6)",Jillian Hunter,female
"MeruPuri, Vol. 3 (MeruPuri, #3)",Matsuri Hino,female
The Cat Who Brought Down the House (Cat Who... #25),Lilian Jackson Braun,female
The War Against Women,Marilyn French,female
"The Escape (Henderson's Boys, #1)",Robert Muchamore,male
"Here Kitty, Kitty! (Magnus Pack, #3)",Shelly Laurenston,female
The Sadeian Woman,Angela Carter,female
Waiting for the Mahatma,R.K. Narayan,male
Charlie All Night,Jennifer Crusie,female
Meeting God at Every Turn,Catherine Marshall,female
"Rowan of Rin (Rowan of Rin, #1)",Emily Rodda,Unknown
Prisoner 1167: The Madman Who Was Jack the Ripper,James C.H. Tully,Unknown
"Rebel's Quest (Supreme Constellations, #2)",Gun Brooke,female
Ultimate Vision,Mike Carey,male
"Shadowheart (Legends of the Raven, #2)",James Barclay,Unknown
The Soloist,Mark Salzman,male
"The Hidden Land (The Secret Country, #2)",Pamela Dean,Unknown
"Slow Ride (Rough Riders, #9.5)",Lorelei James,Unknown
Edgar Cayce's Story of Jesus,Jeffrey Furst,Unknown
"All About Love (Cynster, #6)",Stephanie Laurens,female
The Badger Riot,J.A. Ricketts,Unknown
Manifestoes of Surrealism,André Breton,male
Lea,Pascal Mercier,Unknown
"If The Dead Rise Not (Bernard Gunther, #6)",Philip Kerr,male
أبي اسمه إبراهيم,أحمد خيري العمري,Unknown
Make Her Dreams Come True,Joey W. Hill,female
Haunted,James Herbert,male
Travels With Myself,Tahir Shah,male
Casa de muñecas / El pato salvaje,Henrik Ibsen,male
Comprendre l'Empire : Demain la gouvernance mondiale ou la révolte des Nations ?,Alain Soral,Unknown
"Genfødt (Det Døde Land, #2)",Josefine Ottesen,female
Antoni Gaudi,Rainer Zerbst,Unknown
Beyond Justice,Joshua Graham,male
Colorado Wings: A Wing and a Prayer/Wings Like Eagles/Wings of the Dawn/A Gift of Wings,Tracie Peterson,female
"One Night in Doom House (Mostly Ghostly, #3)",R.L. Stine,male
Beyond My Wildest Dreams: Diary of a UFO Abductee,Kim Carlsberg,Unknown
Getting Into Poetry: A Readers' and Writers' Guide to the Poetry Scene,Paul Hyland,Unknown
The Family on Paradise Pier,Dermot Bolger,male
Lost and Found,Jayne Ann Krentz,female
Team Yankee,Harold Coyle,Unknown
Motor Mouth (Alex Barnaby #2),Janet Evanovich,Unknown
Girls Gone Mild: Young Women Reclaim Self-Respect and Find It's Not Bad to Be Good,Wendy Shalit,Unknown
"Perilous Light (The Afterglow Trilogy, #2)",Alyssa Rose Ivy,female
Doctor Who: Goth Opera,Paul Cornell,male
I Love You Is Back,Derrick Brown,male
A Conquering Faith: Doctrinal Foundations for Christian Reformation,William O. Einwechter,male
"Secrets of the Wolves (Wolf Chronicles, #2)",Dorothy Hearst,Unknown
The Hungry Ocean: A Swordboat Captain's Journey,Linda Greenlaw,female
"Haunted Moon (Moon Coven, #0.5)",K.B. Miller,Unknown
"Ultra Cute, Vol. 8 (Ultra Cute, #8)",Nami Akimoto,female
"Mass (Rosales Saga, #5)",F. Sionil José,male
"A Tale of Two Vampires (Dark Ones, #10)",Katie MacAlister,female
"Elemental Rising (Paranormal Public, #2)",Maddy Edwards,Unknown
Amy: My Search for Her Killer: Secrets & Suspects in the Unsolved Murder of Amy Mihaljevic,James Renner,Unknown
"Consequences (Freewill, #2)",Elyse Draper,female
"Escape with the Dream Maker (Seven Sleepers, #9)",Gilbert L. Morris,male
Романи за деца,Erich Kästner,male
Pushed: The Painful Truth About Childbirth and Modern Maternity Care,Jennifer Block,Unknown
Szepty Dzieci Mgły i inne opowiadania,Trudi Canavan,female
On Charisma and Institution Building: Selected Writings,Max Weber,male
Deciding for Others: The Ethics of Surrogate Decision Making,Allen Buchanan,Unknown
Myth and Meaning: Cracking the Code of Culture,Claude Lévi-Strauss,male
The Mousetrap and Other Plays,Agatha Christie,female
Spy High Mission Five: Blood Relations/Soul Stealer,A.J. Butcher,male
The Color of Distance,Amy Thomson,female
Acting On Impulse,Vicki Lewis Thompson,female
"Όσο πατάει η γάτα (Καστράτο, #2)",Αρκάς,Unknown
Livro da Treta,"Filipe Homem Fonseca, Eduardo Madeira, Rui Cardoso Martins",Unknown
"Deseos (Eternos, #2)",Kirsten Miller,Unknown
Dialectic of Enlightenment: Philosophical Fragments,Theodor W. Adorno,male
"Equinox (The Rosie Black Chronicles, #2)",Lara Morgan,Unknown
Planet Tad,Tim Carvell,Unknown
"Zero Day (Jeff Aiken, #1)",Mark Russinovich,male
"Deep In the Woods (Vampire Babylon, #6)",Chris Marie Green,female
The Art of Peace,Morihei Ueshiba,Unknown
Maalika: My Life among the Afar Nomads in Africa,Valerie Browning,Unknown
Interzone,William S. Burroughs,male
"Double Trouble (The Sinful 7 of Delite, Texas, #5)",Dixie Lynn Dwyer,female
In the Dark,Farleigh Greyson,Unknown
"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",Janet Evanovich,Unknown
"Mrs. Jeffries and the Silent Knight (Mrs. Jeffries, #20)",Emily Brightwell,female
"The Vampire's Redemption (Undead in Brown County, #3)",S.J. Wright,female
"Warrior Princess (Warrior Princess, #1)",Allan Frewin Jones,male
Smashwords Book Marketing Guide,Mark Coker,Unknown
A Cloud on Sand,Gabriella De Ferrari,Unknown
The Spook's Bestiary: The Guide to Creatures of the Dark,Joseph Delaney,male
"Arisa, Vol. 01 (Arisa, #1)",Natsumi Andō,female
الروايات,Anton Chekhov,male
"Child of the Northern Spring (Guinevere, #1)",Persia Woolley,Unknown
Theo: Antworten aus dem Kinderzimmer,Daniel Glattauer,Unknown
EMENGARDA,Pet Torres,female
"La reina de los cuatro nombres: Olimpia, madre de Alejandro Magno",Juan Carlos Chirinos,Unknown
My Sparkling Misfortune (The Lakeland Knight #1),Laura Lond,female
Udaas Naslain / اُداس نسلیں,Abdullah Hussein,male
"The Exiles (The Exiles, #1)",Hilary McKay,female
The Nightly News,Jonathan Hickman,female
"Time Mends (Timber Wolves Trilogy, #2)",Tammy Blackwell,Unknown
"Day of Doom (The 39 Clues: Cahills vs. Vespers, #6)",David Baldacci,male
"Once on This Island (Mackinac Island Trilogy, #1)",Gloria Whelan,female
The Full Cupboard of Life (No. 1 Ladies' Detective Agency #5),Alexander McCall Smith,male
The Magic Puppets (Sweet Valley Kids #53),Francine Pascal,female
The Man-Thing Omnibus,Steve Gerber,male
Changing Lanes,Kathleen Long,female
"So Great a Cause (The Work and the Glory, #8)",Gerald N. Lund,male
الملل والنحل,أبو الفتح محمد بن عبد الكريم بن أبى بكر أحمد الشهرستاني,Unknown
Footprints Of A Pilgrim,Ruth Bell Graham,female
"Sweet Persuasion (Sweet, #2)",Maya Banks,female
"The Flying Saucer Mystery (Nancy Drew, #58)",Carolyn Keene,female
The Detox Factor,Traci Harding,Unknown
The Kitten Sitters (Mickey Mouse: Little Golden Book),Walt Disney Company,male
The Closet (Summerset Tales #1),Jac Wright,Unknown
Gertrude,Hermann Hesse,male
"Prologue: The Brothers (The Great and Terrible, #1)",Chris Stewart,Unknown
No Way of Telling,Emma Smith,female
"The Blood Keeper (The Blood Journals, #2)",Tessa Gratton,female
"The Dark Design (Riverworld, #3)",Philip José Farmer,male
"Prospero Lost  (Prospero's Daughter, #1)",L. Jagi Lamplighter,female
Down Came the Rain: My Journey Through Postpartum Depression,Brooke Shields,Unknown
"Longing (Bailey Flanigan, #3)",Karen Kingsbury,female
"The Becoming (Antichrist 16, #1)",C.J. Graves,Unknown
Killing Rage: Ending Racism,bell hooks,female
"Die Hüter der Rose (Waringham, #2)",Rebecca Gablé,Unknown
A People's Tragedy: The Russian Revolution: 1891-1924,Orlando Figes,Unknown
الإصلاح الدينى 3,Will Durant,male
Kisses for Lula,Samantha Mackintosh,Unknown
The Time of My Life,Patrick Swayze,male
Golden Words,Darussalam,Unknown
Killer Cupid (Redemption #1),Maeve Christopher,Unknown
From What I Remember...,Stacy Kramer,Unknown
Embracing Defeat: Japan in the Wake of World War II,John W. Dower,male
"Taking a Shot (Play by Play, #3)",Jaci Burton,female
Far Tortuga,Peter Matthiessen,male
"Complete Me (Stark Trilogy, #3)",J. Kenner,female
"Wild Ways (Justiss Alliance, #2)",Tina Wainscott,female
Horrible Harry Moves up to the Third Grade (Horrible Harry #10),Suzy Kline,female
"Fifty Shades of Grey, Inner Goddess: A Journal",E.L. James,Unknown
"The Adventure of the Norwood Builder (The Return of Sherlock Holmes, #2)",Arthur Conan Doyle,male
Un uomo finito,Giovanni Papini,Unknown
مٹھی بھر مٹی,Umera Ahmed,female
Kiss Kiss,Roald Dahl,male
"Lost and Found (Growing Pains, #1)",Willow Summers,Unknown
A Creed for the Third Millennium,Colleen McCullough,female
"Finding Infinity (Infinity, #3)",Layne Harper,female
"Fact, Fiction, and Folklore in Harry Potter's World: An Unofficial Guide",George Beahm,Unknown
The Seven Natural Wonders Of The EARTH (My First Travel Books #2),Anna Othitis,male
The Balkan Trilogy,Olivia Manning,female
El Sacramento,Fernanda Pérez,Unknown
"Wild Heat (Hot Shots: Men of Fire, #1)",Bella Andre,female
Frida,Jonah Winter,male
People of the Thunder (Moundville Duology #2; North America's Forgotten Past #16),W. Michael Gear,male
"Ex Ponto, Nemiri, Lirika",Ivo Andrić,male
That's Who I Am,Jayden Brooks,female
"L'occidentalizzazione del mondo: Saggio sul significato, la portata e i limiti dell'informazione planetaria",Serge Latouche,Unknown
"A Plunder of Souls (Thieftaker Chronicles, #3)",D.B. Jackson,male
"Twisted (Tracers, #5)",Laura Griffin,female
Il vino della solitudine,Irène Némirovsky,Unknown
Wolves at Our Door: The Extraordinary Story of the Couple Who Lived with Wolves,Jim Dutcher,male
Dream Chaser,Angie Stanton,female
"With You (Tear Asunder, #0.5)",Nashoda Rose,female
"Origins (Zombie Games, #1)",Kristen Middleton,female
"Forbidden (The Seraphine Chronicles, #1)",Cheyenne McCray,female
"Releasing Me (Holding You, #2)",Jewel E. Ann,female
"The Other Crowd (Rogue Angel, #30)",Alex Archer,Unknown
The Heart Sutra,Red Pine,Unknown
"Fighting to Forgive (Fighting, #2)",J.B. Salsbury,female
Amish Forever : A New Journey - Volume 10 - Happiness for All,Roger Rheinheimer,Unknown
"What A Lady Wants (Last Man Standing, #2)",Victoria Alexander,female
Crown of Serpents,Michael J. Karpovage,male
"The Erotic Light (Erotic Dark, #2)",Nina Lane,female
"The Maiden (The Morland Dynasty, #8)",Cynthia Harrod-Eagles,female
"Revenge (The Skulls, #8)",Sam Crescent,female
Michael,Luke Hartwell,Unknown
3 Cinta 1 Pria,Arswendo Atmowiloto,Unknown
Amberville,Tim Davys,Unknown
Domu: A Child's Dream,Katsuhiro Otomo,male
"Reparation (The Kane Trilogy, #3)",Stylo Fantome,Unknown
1861: The Civil War Awakening,Adam Goodheart,male
"Starman (Wayfarer Redemption, #3)",Sara Douglass,female
"How to Run with a Naked Werewolf (Naked Werewolf, #3)",Molly Harper,female
Street Bitches Don't Need Love 2,Alicia Howard,Unknown
Iphigenie auf Tauris,Johann Wolfgang von Goethe,male
"Kiss and Spell (Enchanted, Inc., #7)",Shanna Swendson,female
"Stay (Blackcreek, #2)",Riley Hart,female
Nowhere but Here,Renee Carlino,female
Rehat Bersama Kyai Kocak: Ronde #3 Demam Kampanye,Abdul Mutaqin,Unknown
Delicious Love Triangle,Sedonia Guillone,female
"The Lost Herondale (Tales from the Shadowhunter Academy, #2)",Cassandra Clare,female
her ladyship's girl,Anwyn Moyle,Unknown
Word Nerd,Susin Nielsen,female
She Died,HaveYouSeenThisGirL,Unknown
"Bound by Duty (Born in Blood Mafia Chronicles, #2)",Cora Reilly,Unknown
"The Return of the Indian (The Indian in the Cupboard, #2)",Lynne Reid Banks,female
Laugh with the Moon,Shana Burg,male
NGERI,Gina Yap Lai Yoong,female
The Forbidden Tomb  (Hunters #2),Chris Kuzneski,male
Essential The Amazing Spider-Man Vol. 5,Stan Lee,male
با همه چی,Shel Silverstein,Unknown
Lifespan of Starlight,Thalia Kalkipsakis,female
Presuppositional Apologetics: Stated and Defended,Greg L. Bahnsen,Unknown
"The Wounded Land (The Second Chronicles of Thomas Covenant, #1)",Stephen R. Donaldson,male
كان صرحا من خيال,سليم نصيب,Unknown
Natural Body Scrubs At Home: Exfoliates To Make Your Skin Smooth And Soft,Megan Coulter,Unknown
The Meaning of Human Existence,Edward O. Wilson,male
الانفجار,محمد حسنين هيكل,Unknown
La Conquête de Plassans,Émile Zola,male
Odyssee Omnibus 2,Arthur C. Clarke,male
Ariadne,Anton Chekhov,male
"Pulse - Part One (Pulse, #1)",Deborah Bladon,female
"Serpent's Kiss (Elder Races, #3)",Thea Harrison,Unknown
"Piece of Mind (Emily the Strange, #4)",Rob Reger,male
The Lonely Londoners,Sam Selvon,male
The Raping of Ava DeSantis,Mylo Carbia,female
A Thousand Mornings,Mary Oliver,female
دوری مثل آخرین طبقه یک آسمان خراش,سابیر هاکا,Unknown
Hoop en andere gevaarlijke verlangens,Laila Lalami,Unknown
SCUM Manifesto,Valerie Solanas,Unknown
Sternschnupperkurs,Jill Mansell,female
"The Star Scroll (Dragon Prince, #2)",Melanie Rawn,Unknown
Les bestiaires,Henry de Montherlant,Unknown
Lost in the Sun,Lisa Graff,female
Painted Blind,Michelle A. Hansen,female
"The Thirteen Problems (Miss Marple, #2)",Agatha Christie,female
Zły,Leopold Tyrmand,Unknown
Running from Safety: An Adventure of the Spirit,Richard Bach,male
Genesis (Projekt Saucer #3),W.A. Harbinson,Unknown
"Justified (Alfha Law Firm, #1)",Aurora Rose Reynolds,female
Schlimmes Ende,Philip Ardagh,male
"Jacinda's Challenge (Imperial, #3)",M.K. Eidem,Unknown
Return of the Bunny Suicides,Andy Riley,male
"Forever Pucked (Pucked, #4)",Helena Hunting,female
Veiled Freedom,J.M. Windle,Unknown
Requiem,Frances Itani,female
Report from Planet Midnight,Nalo Hopkinson,Unknown
Лекции по русской литературе [Lektsii po russkoi literatury],Vladimir Nabokov,male
"Breaking Love (Broken Love, #4)",B.B. Reid,female
"Katie, Batter Up! (Cupcake Diaries, #5)",Coco Simon,female
Archetype,M.D. Waters,female
Vampire: The Masquerade Revised,Mark Rein-Hagen,Unknown
No Man's Land: What to Do When Your Company Is Too Big to Be Small but TooSmall to Be Big,Doug Tatum,Unknown
"Tied Bond (Holly Woods Files, #4)",Emma  Hart,female
"The Spiritual Exercises of ECK: Your Doorway to Wisdom, Freedom, and Love",Harold Klemp,male
In Too Deep,Kate Sherwood,Unknown
Mr Stink,David Walliams,male
"Henry and Ribsy (Henry, #3)",Beverly Cleary,female
The Best Man,Grace Livingston Hill,female
Das Herz des Piraten (Gullivers Bücher #86),Benno Pludra,Unknown
Broken Vows,Shirl Henke,male
Precious Diamond when you play for keeps,AVN,Unknown
The Prescribed Burn,Laryssa Wirstiuk,Unknown
মৃত্যু চুম্বন,Rakib Hassan,Unknown
Coffey on the Mile,Stephen King,male
"Tower of Thorns (Blackthorn & Grim, #2)",Juliet Marillier,female
Dry Storeroom No. 1: The Secret Life of the Natural History Museum,Richard Fortey,Unknown
Die Feder eines Greifs,Cornelia Funke,female
Top Dog,Dougie Brimson,male
More Max Danger,Robert J. Collins,Unknown
Summary of Shoe Dog: by Phil Knight | Includes Analysis,Elite Summaries,Unknown
Doglands,Tim Willocks,Unknown
A Dream Not Imagined,Shantelle Mary Hannu,female
"The Devil in Disguise (Bad Things, #1)",Cynthia Eden,female
Grand Days,Frank Moorhouse,Unknown
Dikter och prosa 1954–2004,Tomas Tranströmer,male
Denial,Peter James,male
The Aladdin Factor: How to Ask for What You Want--And Get It,Jack Canfield,male
Sheep Manual: The complete step-by-step guide to caring for your flock,Liz Shankland,Unknown
The Voynich Manuscript,Unknown,Unknown
Amore mio infinito,Aldo Nove,Unknown
"No More Secrets (Blue Moon, #1)",Lucy Score,female
"Osbert the Avenger (Tales from Schwartzgarten, #1)",Christopher William Hill,Unknown
Moby Dick,Shirley Bogart,Unknown
Perfect Health: The Complete Mind/Body Guide,Deepak Chopra,male
"The Courage to Be Creative: How to Believe in Yourself, Your Dreams and Ideas, and Your Creative Career Path",Doreen Virtue,Unknown
Ofendra,Earl T. Roske,Unknown
All We Have Is Now,Lisa Schroeder,female
"Ink Witch (Kat Dubois Chronicles, #1)",Lindsey Fairleigh,female
Un Sang D'aquarelle,Françoise Sagan,female
Super Sons Annual #1,Peter J. Tomasi,male
Your Favorite Seuss,Dr. Seuss,male
Kendine İyi Bak,Arda Erel,Unknown
"The MacGregors: Serena & Caine (The MacGregors, #1 -2)",Nora Roberts,female
"The Bane of the Black Sword (The Elric Saga, #5)",Michael Moorcock,male
Still Not Satisfied,S.A.  Brown,Unknown
"The Secret Seven Adventure (The Secret Seven, #2)",Enid Blyton,female
Course in General Linguistics,Ferdinand de Saussure,male
The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,John C. Maxwell,male
لا أحب الآخرين,محمد قرنه,Unknown
"Black Magick, Vol. 1: Awakening",Greg Rucka,male
Perdoa-me,Lesley Pearse,female
Πούσι,Nikos Kavvadias,male
"Men on Strike: Why Men Are Boycotting Marriage, Fatherhood, and the American Dream - and Why It Matters",Helen Smith,Unknown
"The Touch (Adversary Cycle, #3)",F. Paul Wilson,male
Valley of Stars (The Merriams Book 3),Ava Miles,female
The Worst Best Man,Lucy Score,female
The Universe Is a Green Dragon: A Cosmic Creation Story,Brian Swimme,Unknown
The House at the Edge of Night,Catherine Banner,female
Mother Knows Best: A Tale of the Old Witch,Serena Valentino,female
PEN America Best Debut Short Stories 2019,Yuka Igarashi,Unknown
The Green Ember Series (Green Ember #1-3),S.D.   Smith,male
Strange Fire: The Danger of Offending the Holy Spirit with Counterfeit Worship,John F. MacArthur Jr.,male
"Chibi Vampire, Vol. 05",Yuna Kagesaki,female
Purple America,Rick Moody,Unknown
